uuid,timestamp,timezone,latitude,longitude
161b9e94-585e-3fdf-905c-2778dbdcf73a,2023/12/27 4:11:50,America/Los_Angeles,37.320114,-121.87701
161b9e94-585e-3fdf-905c-2778dbdcf73a,2023/12/27 4:12:36,America/Los_Angeles,37.320114,-121.87701
161b9e94-585e-3fdf-905c-2778dbdcf73a,2023/12/27 4:35:36,America/Los_Angeles,37.01441,-122.01273
161b9e94-585e-3fdf-905c-2778dbdcf73a,2023/12/27 4:40:04,America/Los_Angeles,37.01442,-122.01274
161b9e94-585e-3fdf-905c-2778dbdcf73a,2023/12/27 4:41:13,America/Los_Angeles,37.01441,-122.01274
161b9e94-585e-3fdf-905c-2778dbdcf73a,2023/12/27 4:50:32,America/Los_Angeles,37.01441,-122.01274
161b9e94-585e-3fdf-905c-2778dbdcf73a,2023/12/27 4:51:40,America/Los_Angeles,37.01442,-122.01274
161b9e94-585e-3fdf-905c-2778dbdcf73a,2023/12/27 5:01:25,America/Los_Angeles,37.01442,-122.01274
161b9e94-585e-3fdf-905c-2778dbdcf73a,2023/12/27 5:02:40,America/Los_Angeles,37.01442,-122.01274
161b9e94-585e-3fdf-905c-2778dbdcf73a,2023/12/27 5:05:03,America/Los_Angeles,37.01441,-122.01274
161b9e94-585e-3fdf-905c-2778dbdcf73a,2023/12/27 5:05:34,America/Los_Angeles,37.32012,-121.877007
161b9e94-585e-3fdf-905c-2778dbdcf73a,2023/12/27 5:06:13,America/Los_Angeles,37.32012,-121.877007
161b9e94-585e-3fdf-905c-2778dbdcf73a,2023/12/27 5:06:45,America/Los_Angeles,37.01442,-122.01273
161b9e94-585e-3fdf-905c-2778dbdcf73a,2023/12/27 5:07:11,America/Los_Angeles,37.32012,-121.877007
161b9e94-585e-3fdf-905c-2778dbdcf73a,2023/12/27 5:07:17,America/Los_Angeles,37.01444,-122.01274
161b9e94-585e-3fdf-905c-2778dbdcf73a,2023/12/27 5:07:39,America/Los_Angeles,37.01447,-122.01276
161b9e94-585e-3fdf-905c-2778dbdcf73a,2023/12/27 5:07:47,America/Los_Angeles,37.32012,-121.877007
161b9e94-585e-3fdf-905c-2778dbdcf73a,2023/12/27 5:08:16,America/Los_Angeles,37.01447,-122.01276
161b9e94-585e-3fdf-905c-2778dbdcf73a,2023/12/27 5:08:25,America/Los_Angeles,37.01442,-122.01273
161b9e94-585e-3fdf-905c-2778dbdcf73a,2023/12/27 5:08:56,America/Los_Angeles,37.32012,-121.877007
161b9e94-585e-3fdf-905c-2778dbdcf73a,2023/12/27 5:09:25,America/Los_Angeles,37.01448,-122.01275
161b9e94-585e-3fdf-905c-2778dbdcf73a,2023/12/27 5:09:45,America/Los_Angeles,37.014453,-122.012724
161b9e94-585e-3fdf-905c-2778dbdcf73a,2023/12/27 5:10:27,America/Los_Angeles,37.014453,-122.012724
161b9e94-585e-3fdf-905c-2778dbdcf73a,2023/12/27 5:10:35,America/Los_Angeles,37.01448,-122.01275
161b9e94-585e-3fdf-905c-2778dbdcf73a,2023/12/27 5:10:59,America/Los_Angeles,37.01442,-122.01274
161b9e94-585e-3fdf-905c-2778dbdcf73a,2023/12/27 5:11:13,America/Los_Angeles,37.01444,-122.01274
161b9e94-585e-3fdf-905c-2778dbdcf73a,2023/12/27 5:11:28,America/Los_Angeles,37.01447,-122.01276
